description,lat,lon,hour,geo_bucket,type
trottoir cassé place du marché,49.29030483739804,2.445636923671553,9,49.28829_2.44595,voirie
chat blessé place du marché,49.26767387375642,2.4499466868552267,23,49.26577_2.45045,animal_errant
parterre dégradé place du marché,49.28211048185013,2.438700215107772,20,49.28378_2.43694,espace_vert
caddie dans la rue avenue des lilas,49.26228157870244,2.424216315124675,23,49.26126_2.42342,objet_abandonne
caddie dans la rue rue victor hugo,49.25546397226841,2.400508690903374,1,49.25676_2.40090,objet_abandonne
tas de déchets avenue des lilas,49.28971921125464,2.4348744028298976,12,49.28829_2.43694,dechets_sauvages
trottoir cassé rue victor hugo,49.25494843117043,2.419468058224889,6,49.25676_2.41892,voirie
déchets au sol place du marché,49.26356906975398,2.4316493235114303,12,49.26577_2.43243,dechets_sauvages
haie non taillée place du marché,49.29275547109987,2.4303346981731213,13,49.29279_2.43243,espace_vert
caddie dans la rue rue victor hugo,49.267323464353936,2.4240416028287193,17,49.26577_2.42342,objet_abandonne
poubelles débordent rue victor hugo,49.29865226747571,2.4472193698863163,13,49.29730_2.44595,dechets_sauvages
animal sans maître avenue des lilas,49.298986716738696,2.401157317267767,22,49.29730_2.40090,animal_errant
trottoir cassé avenue des lilas,49.26341380102268,2.435606624223629,12,49.26126_2.43694,voirie
banc cassé place du marché,49.252048911112496,2.420491993414977,18,49.25225_2.41892,mobilier_urbain
poubelles débordent place du marché,49.28525316421027,2.4356895225245805,7,49.28378_2.43694,dechets_sauvages
tas de déchets place du marché,49.27254932513242,2.4337609823769815,3,49.27477_2.43243,dechets_sauvages
trottoir cassé avenue des lilas,49.255037642197976,2.4005119001288,8,49.25676_2.40090,voirie
nid-de-poule place du marché,49.285376140948905,2.4142669247587336,11,49.28378_2.41441,voirie
caddie dans la rue rue victor hugo,49.2515587454556,2.409454576025189,19,49.25225_2.40991,objet_abandonne
animal sans maître avenue des lilas,49.29350983452461,2.4083493176471245,1,49.29279_2.40991,animal_errant
nid-de-poule rue victor hugo,49.256932626455665,2.4364238342060567,3,49.25676_2.43694,voirie
banc cassé rue victor hugo,49.25636559393734,2.411977567454656,20,49.25676_2.40991,mobilier_urbain
tas de déchets place du marché,49.25878361489843,2.423736880749365,23,49.25676_2.42342,dechets_sauvages
caddie dans la rue place du marché,49.29801331792461,2.412349449764284,18,49.29730_2.41441,objet_abandonne
tas de déchets avenue des lilas,49.284658468012694,2.4290116911717665,8,49.28378_2.42793,dechets_sauvages
nid-de-poule rue victor hugo,49.29006857677318,2.4360286884029985,8,49.28829_2.43694,voirie
trottoir cassé place du marché,49.26988174928664,2.4165537369349086,10,49.27027_2.41441,voirie
chat blessé place du marché,49.26681563637525,2.430151042414356,9,49.26577_2.42793,animal_errant
arbre tombé rue victor hugo,49.26172420033916,2.4412427387206868,2,49.26126_2.44144,espace_vert
signalisation abîmée rue victor hugo,49.27403240141562,2.4047112142582243,7,49.27477_2.40541,voirie
signalisation abîmée place du marché,49.27759143667671,2.4355335299520635,21,49.27928_2.43694,voirie
poubelles débordent rue victor hugo,49.281588742182635,2.416157247221769,10,49.28378_2.41441,dechets_sauvages
trottoir cassé avenue des lilas,49.262855925199936,2.4061324978262473,5,49.26126_2.40541,voirie
tas de déchets avenue des lilas,49.29743270404515,2.4272827103807173,17,49.29730_2.42793,dechets_sauvages
tas de déchets rue victor hugo,49.258487924910355,2.4113131159633867,7,49.25676_2.40991,dechets_sauvages
agression verbale rue victor hugo,49.29828265873832,2.441068089633458,22,49.29730_2.44144,incivilite
tas de déchets rue victor hugo,49.25074280612537,2.402144795476554,1,49.25225_2.40090,dechets_sauvages
vélo abandonné avenue des lilas,49.27405628459084,2.404932644813545,19,49.27477_2.40541,objet_abandonne
déchets au sol avenue des lilas,49.26666839190583,2.426049806299291,4,49.26577_2.42793,dechets_sauvages
déchets au sol place du marché,49.272456170696515,2.4294470892038476,9,49.27027_2.42793,dechets_sauvages
trottinette laissée rue victor hugo,49.27853322894904,2.436494333226137,17,49.27928_2.43694,objet_abandonne
trottinette laissée rue victor hugo,49.271779457900635,2.41296303641261,11,49.27027_2.41441,objet_abandonne
nid-de-poule rue victor hugo,49.27074234251508,2.4420880204106643,22,49.27027_2.44144,voirie
poubelles débordent place du marché,49.28663617077066,2.447657116988689,20,49.28829_2.44595,dechets_sauvages
trottoir cassé rue victor hugo,49.284293813754324,2.424951965179743,1,49.28378_2.42342,voirie
poubelles débordent rue victor hugo,49.29166356410179,2.43802656824849,9,49.29279_2.43694,dechets_sauvages
haie non taillée rue victor hugo,49.262497949061974,2.4262424177271895,11,49.26126_2.42793,espace_vert
banc cassé avenue des lilas,49.280476425487706,2.4034733514706104,18,49.27928_2.40541,mobilier_urbain
arbre tombé place du marché,49.27925973926964,2.4163055756421308,4,49.27928_2.41441,espace_vert
trottoir cassé avenue des lilas,49.268486890543635,2.404374334481351,9,49.27027_2.40541,voirie
banc cassé avenue des lilas,49.27430287709513,2.4494439559627508,0,49.27477_2.45045,mobilier_urbain
déchets au sol avenue des lilas,49.26568910716529,2.4114512956036687,6,49.26577_2.40991,dechets_sauvages
attroupement bruyant avenue des lilas,49.257092219880846,2.4317950209707857,0,49.25676_2.43243,incivilite
déchets au sol avenue des lilas,49.260690060533136,2.4142172550972467,21,49.26126_2.41441,dechets_sauvages
trottinette laissée rue victor hugo,49.25527568232006,2.432662310767796,21,49.25676_2.43243,objet_abandonne
trottoir cassé avenue des lilas,49.28415347875951,2.410520084543524,16,49.28378_2.40991,voirie
barrière tordue avenue des lilas,49.283036369655456,2.4392635032955035,11,49.28378_2.44144,mobilier_urbain
barrière tordue rue victor hugo,49.29753031857899,2.4055405801418317,6,49.29730_2.40541,mobilier_urbain
trottinette laissée avenue des lilas,49.286483920682365,2.4447575200045137,7,49.28829_2.44595,objet_abandonne
tas de déchets place du marché,49.252602291937805,2.4420210846270396,2,49.25225_2.44144,dechets_sauvages
barrière tordue rue victor hugo,49.29421225869645,2.4339403671819193,14,49.29279_2.43243,mobilier_urbain
chat blessé avenue des lilas,49.293133758147285,2.403370731357142,11,49.29279_2.40541,animal_errant
trottoir cassé rue victor hugo,49.27216601603863,2.4104284514164465,16,49.27027_2.40991,voirie
animal sans maître rue victor hugo,49.2792931525264,2.4429680797845537,1,49.27928_2.44144,animal_errant
parterre dégradé rue victor hugo,49.298803916623626,2.4060987217151295,16,49.29730_2.40541,espace_vert
parterre dégradé place du marché,49.27661521819241,2.4077966048154007,3,49.27477_2.40991,espace_vert
nid-de-poule rue victor hugo,49.2952660914188,2.427200166187776,6,49.29730_2.42793,voirie
tapage nocturne place du marché,49.25415193789051,2.413708871983717,14,49.25225_2.41441,incivilite
tapage nocturne place du marché,49.25955259343544,2.4111037849971964,20,49.26126_2.40991,incivilite
signalisation abîmée rue victor hugo,49.272037747172064,2.428790671592409,15,49.27027_2.42793,voirie
abribus brisé avenue des lilas,49.27923784041687,2.4186288338229014,5,49.27928_2.41892,mobilier_urbain
attroupement bruyant place du marché,49.29081139259314,2.4070279948384834,4,49.29279_2.40541,incivilite
chat blessé place du marché,49.29941310575716,2.426742688377273,15,49.29730_2.42793,animal_errant
trottoir cassé place du marché,49.26944257482371,2.419350620163931,0,49.27027_2.41892,voirie
barrière tordue rue victor hugo,49.252370781807,2.4367258387136883,14,49.25225_2.43694,mobilier_urbain
poubelles débordent place du marché,49.290058575164764,2.405137772116029,19,49.28829_2.40541,dechets_sauvages
poubelles débordent rue victor hugo,49.28021903595414,2.4310306621972986,4,49.27928_2.43243,dechets_sauvages
agression verbale place du marché,49.25992714294341,2.4218246663471623,12,49.26126_2.42342,incivilite
poubelles débordent rue victor hugo,49.27474142283107,2.42030309375262,13,49.27477_2.41892,dechets_sauvages
agression verbale avenue des lilas,49.287115512276685,2.411614384400417,1,49.28829_2.40991,incivilite
trottoir cassé avenue des lilas,49.28852058935343,2.4015213014101353,1,49.28829_2.40090,voirie
animal sans maître avenue des lilas,49.27498092059994,2.442384459718232,18,49.27477_2.44144,animal_errant
banc cassé avenue des lilas,49.26526072650644,2.416320504301721,18,49.26577_2.41441,mobilier_urbain
vélo abandonné rue victor hugo,49.29868712910192,2.4340545519864922,11,49.29730_2.43243,objet_abandonne
tapage nocturne rue victor hugo,49.28316813054782,2.4473793699888353,22,49.28378_2.44595,incivilite
attroupement bruyant avenue des lilas,49.27041187596731,2.4282495149041066,16,49.27027_2.42793,incivilite
abribus brisé place du marché,49.26402316121023,2.419857345125993,1,49.26577_2.41892,mobilier_urbain
trottoir cassé place du marché,49.286555149150175,2.413413678317435,10,49.28829_2.41441,voirie
banc cassé avenue des lilas,49.262109172279686,2.4467021896323744,16,49.26126_2.44595,mobilier_urbain
tas de déchets avenue des lilas,49.258585499448685,2.4341038409025573,13,49.25676_2.43243,dechets_sauvages
trottoir cassé avenue des lilas,49.276491694448104,2.433264069662828,8,49.27477_2.43243,voirie
nid-de-poule place du marché,49.264499369632205,2.421307916257264,18,49.26577_2.42342,voirie
nid-de-poule place du marché,49.28144525724618,2.4422524356433715,18,49.27928_2.44144,voirie
poubelles débordent avenue des lilas,49.25589693374371,2.435683609350474,0,49.25676_2.43694,dechets_sauvages
poubelles débordent avenue des lilas,49.28274705522836,2.414159163589051,4,49.28378_2.41441,dechets_sauvages
chien errant place du marché,49.264164826399885,2.4299789330012525,18,49.26577_2.42793,animal_errant
déchets au sol place du marché,49.25001214672172,2.4215096977300634,1,49.25225_2.42342,dechets_sauvages
trottoir cassé rue victor hugo,49.25634680288371,2.4003295081414855,13,49.25676_2.40090,voirie
chat blessé place du marché,49.296680768891754,2.4403811715750896,18,49.29730_2.44144,animal_errant
tas de déchets rue victor hugo,49.29336773195577,2.406141517445985,23,49.29279_2.40541,dechets_sauvages
poubelles débordent rue victor hugo,49.26168045160181,2.4254977253001306,7,49.26126_2.42342,dechets_sauvages
chien errant rue victor hugo,49.28891859522727,2.4168113096542405,16,49.28829_2.41892,animal_errant
chat blessé avenue des lilas,49.2804285796587,2.417104452060034,1,49.27928_2.41892,animal_errant
tapage nocturne avenue des lilas,49.29854523557249,2.4238682441706905,16,49.29730_2.42342,incivilite
tas de déchets place du marché,49.2686802829767,2.449851155200987,7,49.27027_2.45045,dechets_sauvages
barrière tordue rue victor hugo,49.28407303062586,2.4204189840315737,13,49.28378_2.41892,mobilier_urbain
signalisation abîmée place du marché,49.253176786121195,2.4091164614908287,16,49.25225_2.40991,voirie
déchets au sol rue victor hugo,49.26981236734082,2.4306803169024684,5,49.27027_2.43243,dechets_sauvages
trottoir cassé rue victor hugo,49.29819088305941,2.411814385401976,10,49.29730_2.40991,voirie
chien errant avenue des lilas,49.2769490437225,2.4052774568356474,7,49.27477_2.40541,animal_errant
nid-de-poule rue victor hugo,49.26439397516674,2.4025087086032966,12,49.26577_2.40090,voirie
vélo abandonné place du marché,49.25601354815643,2.401144063700984,7,49.25676_2.40090,objet_abandonne
tapage nocturne rue victor hugo,49.285176417009076,2.421558232415553,6,49.28378_2.42342,incivilite
poubelles débordent place du marché,49.28224280217149,2.4213362889936696,23,49.28378_2.42342,dechets_sauvages
déchets au sol rue victor hugo,49.26869693568019,2.4092772700038974,23,49.27027_2.40991,dechets_sauvages
animal sans maître place du marché,49.29754706759329,2.4392009526885605,2,49.29730_2.44144,animal_errant
trottoir cassé avenue des lilas,49.251110140649395,2.406463531395994,1,49.25225_2.40541,voirie
attroupement bruyant avenue des lilas,49.26518619258159,2.445765859631965,11,49.26577_2.44595,incivilite
arbre tombé avenue des lilas,49.29605347431498,2.4293787988821633,3,49.29730_2.42793,espace_vert
tas de déchets avenue des lilas,49.266046771915974,2.4013808188052463,4,49.26577_2.40090,dechets_sauvages
trottinette laissée rue victor hugo,49.26261264169276,2.4481486312871357,15,49.26126_2.44595,objet_abandonne
abribus brisé avenue des lilas,49.27671102049656,2.4153970629772927,1,49.27477_2.41441,mobilier_urbain
banc cassé avenue des lilas,49.29119008749603,2.4224987479788926,23,49.29279_2.42342,mobilier_urbain
signalisation abîmée rue victor hugo,49.255157338043915,2.4142134346497275,23,49.25676_2.41441,voirie
déchets au sol rue victor hugo,49.29715103548229,2.4364210649016886,12,49.29730_2.43694,dechets_sauvages
banc cassé rue victor hugo,49.28975364405906,2.4242840110359767,3,49.28829_2.42342,mobilier_urbain
banc cassé place du marché,49.259062512777575,2.406618647970125,4,49.26126_2.40541,mobilier_urbain
parterre dégradé rue victor hugo,49.285600398059906,2.4052101976179725,11,49.28378_2.40541,espace_vert
vélo abandonné place du marché,49.269247936131876,2.4362687706662287,14,49.27027_2.43694,objet_abandonne
chien errant rue victor hugo,49.27011473390382,2.4118540702465636,4,49.27027_2.40991,animal_errant
parterre dégradé place du marché,49.289164504621944,2.4068896687319237,4,49.28829_2.40541,espace_vert
signalisation abîmée avenue des lilas,49.29813924039904,2.424971379849892,15,49.29730_2.42342,voirie
tas de déchets place du marché,49.25633279364236,2.4401382643768152,8,49.25676_2.44144,dechets_sauvages
banc cassé avenue des lilas,49.271031511843944,2.4139391372936565,14,49.27027_2.41441,mobilier_urbain
signalisation abîmée place du marché,49.274047080404216,2.4138215805850405,3,49.27477_2.41441,voirie
arbre tombé rue victor hugo,49.26881559084775,2.441694063013019,16,49.27027_2.44144,espace_vert
animal sans maître place du marché,49.26815945618581,2.407391689728439,23,49.27027_2.40541,animal_errant
tas de déchets rue victor hugo,49.25261343337808,2.4308363795893273,0,49.25225_2.43243,dechets_sauvages
déchets au sol avenue des lilas,49.28427693102813,2.447750674149129,15,49.28378_2.44595,dechets_sauvages
banc cassé rue victor hugo,49.271810720856,2.4420651574788654,22,49.27027_2.44144,mobilier_urbain
nid-de-poule place du marché,49.25973969013219,2.4030907616889863,19,49.26126_2.40090,voirie
signalisation abîmée place du marché,49.290801675115105,2.4159955438280813,16,49.29279_2.41441,voirie
banc cassé rue victor hugo,49.290128037407584,2.407118723279631,3,49.28829_2.40541,mobilier_urbain
trottoir cassé place du marché,49.27431958140444,2.4474620318843567,22,49.27477_2.44595,voirie
déchets au sol rue victor hugo,49.26492253305739,2.449297078311104,12,49.26577_2.45045,dechets_sauvages
banc cassé avenue des lilas,49.28190463628982,2.411749651027002,7,49.28378_2.40991,mobilier_urbain
tas de déchets rue victor hugo,49.26440760678887,2.4334849522414377,17,49.26577_2.43243,dechets_sauvages
tapage nocturne avenue des lilas,49.261800396516186,2.442081586602356,12,49.26126_2.44144,incivilite
poubelles débordent avenue des lilas,49.286525732701314,2.411684014220724,8,49.28829_2.40991,dechets_sauvages
